PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,Bankrupt?
-0.30186865222606196,-1.6348530497978229,-0.343978529939143,-0.46696756054885635,-0.8244744064459616,-0.20404757293936246,0.013382709634542331,-0.28556963574421645,-0.02585961939100205,-0.9577653251761999,0.3529826824279617,-0.2833476458003032,0.628016701854034,-0.7766807142235295,0.10898629746707389,0.34893928169910166,0.687665712868555,0.2805005315964601,0.2957614990785774,-0.35141351667505344,-0.5999612199030405,-0.08330575908331175,0.015580694664458156,0.5541204108033693,-0.7357621325415438,-0.5101166744488025,-0.1921325502930534,0.08489063046703485,0.14230720061683372,0
1.0244581315207162,3.897098988428438,0.7573540697940827,-1.4507381621780826,-0.0788562957489382,-0.5383325741747014,-0.25150188498291054,-0.5386506868851162,0.4250387531318539,-0.1488568191138587,-0.4882285663871365,0.4653918694589297,0.7278840934694552,-1.1747899987575061,-1.106632390551401,-0.25402144925902953,-0.9532768331164089,0.5552511641338649,0.3692425063712674,0.14470262830833666,0.12516282340948193,0.9722227730186372,-0.3504060291632096,-0.09588699143064994,0.011396470922776692,-0.32958288638580185,-0.3653190791815525,0.14126688087268216,-0.22645464543936303,0
1.579119910907264,-0.6956662843871725,0.023824821705757254,0.6684535677298947,-0.28131844089063746,0.58878982060835,-0.1035863968943688,-0.5330441436807644,-0.056512410363804826,-0.6038649720052616,0.33930905128098343,-0.4624591939157082,0.04129811375527841,-0.5814797062488226,0.4238044363229033,-0.02575403203702441,0.07899727921519825,0.13556224777275372,0.17429160010063657,-0.13071994193092754,0.06332662340127078,-0.08625814900600468,0.2600409520467634,-0.11004868636411273,0.269111475350471,-0.2454102456912309,0.041855164896288745,-0.3811720990694568,-0.14811069650029632,0
-0.13371462328228303,2.937911647701107,1.2951580080069447,-0.6597702477373268,1.3585887839815458,-0.20605850889386942,-0.2833510955466424,-0.5928452105366263,0.6184500693310552,-1.5056502829773022,0.7777893589484831,-0.45804555176887307,0.2851911206796238,-0.6266266222497044,-0.11302735812676924,0.22962496318079634,0.21449148882934385,0.19519419589839998,0.06416290350847427,0.11946834391567918,1.2366519689891,0.3451589753369265,0.6244530242436122,0.18880918874584238,0.5393305667270998,0.33073843817484333,0.44628522200078685,0.24764013542974025,0.31352102403021515,0
-0.35672138248505625,-1.9324359833628588,3.6772796516843975,4.304216614062907,-2.1183284350925606,-0.13273443469463886,0.16412580152658307,0.8204017849972657,-1.1329379920528753,1.142882723574187,0.20259853427623573,-0.004786247718354407,0.6142669791670842,0.02101243562382553,-1.0496070885185516,-0.23884792848855843,-0.012830476262352907,0.5160359025880377,0.274974672929905,-1.2925239819739884,2.0416739691869017,-1.026741022243521,0.3604124337748064,-0.6382445136954685,-1.9752821659191329,1.4502701866408514,-0.9770130640246445,2.532368899993431,-0.4982600604723801,0
-0.6750500745576963,-2.279501738088048,-0.6888768140486242,0.37493655252448826,1.3502582365942855,0.750038424592687,0.3376569614490658,0.4630638739158996,-0.6482043472345314,0.472734089217987,0.34140986709306326,-0.4377199830625496,-0.23715033126525015,0.3481750695218927,-0.5102066145419464,0.059163384520197065,0.4428147362418904,-0.1412098127200194,-0.5082305209372628,0.9000111595397454,1.0645312423498559,0.34418121929180473,-0.5461175056997428,0.7747888767376845,-1.3147226667462044,-0.536107407098051,0.17063208413833228,-0.033117842405030726,0.2566235578982558,0
3.6003095444918496,-0.17511012916595933,1.690737083187506,4.64792210157366,1.5789944959959552,0.4949543033010675,0.9272745144369104,0.9694889583997227,-0.9132850872593384,1.4669335442065259,0.3525817511477661,-1.5536006672277176,-0.5936547751746043,-0.2092270829869351,0.46993201070265783,-1.624724003369794,-0.02045311368420072,-0.5530812244913468,-0.5856067099794731,0.4596157968904209,-0.41169412297428987,-1.2265205546433136,-0.5608767491418456,-0.2991582909857074,-0.9422810148687611,0.5065244209731844,-0.1048549010769013,0.5757850850107719,-0.2520526333631434,0
-2.3051493985669658,1.7125584444843454,0.5744590098044063,-1.0713547416705846,0.315601075394311,-0.21244033344889116,-0.05142266802839432,-0.25820487101183676,0.4074619464607455,-0.37358685830267097,0.0995255065548928,0.04628854689851985,-0.811659537733557,0.9581508539360061,0.21061371743117768,0.33663462547912243,-0.12755848834118505,-0.3250230842513597,-0.38099661540159474,0.19392815991496187,-0.4353684328070325,-0.28335500114339346,-0.18315094005278845,0.0016907103336428662,0.17532503324322293,0.6178366662915767,-0.4500106429802134,0.2097334843730618,-0.059145338701376095,0
5.724649343834216,3.600717764441157,1.0182938515248656,-0.39845015164152203,-3.5219859897758967,0.6417598175445162,2.5428894015775416,1.2282112662407914,-0.34226360250271,0.9244268703533887,-0.4355014512428487,0.37796530639818576,0.7807649586601595,-0.35909939329899815,-1.8605688888049918,-0.22139169211035625,-1.2141140950628853,0.005694481318205535,-0.4143852716271208,-0.30759113947953787,0.14901020663190903,-0.19808403729325166,-0.952781136411579,-0.5071790908141699,-1.3180128330295973,0.11961332003266358,-2.972553750351807,-2.965353745544793,-0.3067916247948049,0
-3.048353464611031,0.11228585737806764,-1.029881066323614,-0.6391607041294148,3.2521469460228722,-2.799865138326236,1.2439836770786985,1.9646909932741468,-0.44320364664986506,1.9084821404122152,-0.38907950634557825,-1.131545056292331,-0.13924323086133406,-0.21245127483816792,-0.21115759113595187,-1.8219244174841918,-0.16647952459840204,-0.051779465591540924,-0.12507421775055916,-0.2934104614269666,-1.209079129653047,-0.5972647450452502,-0.8182600384406676,-0.44577915478293534,-0.5440014253475616,0.7886977276680934,-0.9287414408277302,0.6869821612416221,0.0003513302446811823,0
