ROA(C) before interest and depreciation before interest,ROA(A) before interest and % after tax,ROA(B) before interest and depreciation after tax,Operating Gross Margin,Realized Sales Gross Margin,Operating Profit Rate,Pre-tax net Interest Rate,After-tax net Interest Rate,Non-industry income and expenditure/revenue,Continuous interest rate (after tax),Operating Expense Rate,Research and development expense rate,Cash flow rate,Interest-bearing debt interest rate,Tax rate (A),Net Value Per Share (B),Net Value Per Share (A),Net Value Per Share (C),Persistent EPS in the Last Four Seasons,Cash Flow Per Share,Revenue Per Share (Yuan ¥),Operating Profit Per Share (Yuan ¥),Per Share Net profit before tax (Yuan ¥),Realized Sales Gross Profit Growth Rate,Operating Profit Growth Rate,After-tax Net Profit Growth Rate,Regular Net Profit Growth Rate,Continuous Net Profit Growth Rate,Total Asset Growth Rate,Net Value Growth Rate,Total Asset Return Growth Rate Ratio,Cash Reinvestment %,Current Ratio,Quick Ratio,Interest Expense Ratio,Total debt/Total net worth,Debt ratio %,Net worth/Assets,Long-term fund suitability ratio (A),Borrowing dependency,Contingent liabilities/Net worth,Operating profit/Paid-in capital,Net profit before tax/Paid-in capital,Inventory and accounts receivable/Net value,Total Asset Turnover,Accounts Receivable Turnover,Average Collection Days,Inventory Turnover Rate (times),Fixed Assets Turnover Frequency,Net Worth Turnover Rate (times),Revenue per person,Operating profit per person,Allocation rate per person,Working Capital to Total Assets,Quick Assets/Total Assets,Current Assets/Total Assets,Cash/Total Assets,Quick Assets/Current Liability,Cash/Current Liability,Current Liability to Assets,Operating Funds to Liability,Inventory/Working Capital,Inventory/Current Liability,Current Liabilities/Liability,Working Capital/Equity,Current Liabilities/Equity,Long-term Liability to Current Assets,Retained Earnings to Total Assets,Total income/Total expense,Total expense/Assets,Current Asset Turnover Rate,Quick Asset Turnover Rate,Working capitcal Turnover Rate,Cash Turnover Rate,Cash Flow to Sales,Fixed Assets to Assets,Current Liability to Liability,Current Liability to Equity,Equity to Long-term Liability,Cash Flow to Total Assets,Cash Flow to Liability,CFO to Assets,Cash Flow to Equity,Current Liability to Current Assets,Liability-Assets Flag,Net Income to Total Assets,Total assets to GNP price,No-credit Interval,Gross Profit to Sales,Net Income to Stockholder's Equity,Liability to Equity,Degree of Financial Leverage (DFL),Interest Coverage Ratio (Interest expense to EBIT),Net Income Flag,Equity to Liability,Bankrupt?
-0.21865969000161276,-0.11730263115281675,-0.1355771001817198,-0.5421169167022429,-0.5413892689736989,0.01470438833014231,0.01641405419760588,0.016847304184823025,-0.007590914614380627,0.014885260577490839,1.4890101626179426,-0.7488866131291764,-0.04470979610390412,-0.15182233040109708,0.5780427874975981,0.3483558242303171,0.3481787384301567,0.3471047394236222,-0.2162872586937679,-0.13257914560974512,-0.14989967380675373,-0.388536157949319,-0.21423250321152532,-0.003226515677214596,0.03202341951981481,0.09518596437936755,0.09423146623849167,0.3125325288500043,0.585176270000725,-0.0135407410745427,0.08052432584330191,0.05240651396109307,-0.21994298558503236,-0.03402333704677378,-0.020413904484297824,-0.9609862420258461,-1.1158597596314952,1.0834833767825174,-0.12297961702373063,-0.351416790091581,-0.01641375302462697,-0.39796304108272085,-0.23799058976076531,-0.3689323207353322,0.010329847925730436,-0.04427271666984774,-0.039286023742836046,-0.6618154131806616,-0.4091455475972618,-0.30030424790589333,-0.013540741221057702,-0.22981822073848873,-0.038392407149607864,-0.4341310701545873,-1.2539987480295658,-1.055283450590713,-0.830000177751092,-0.023409590356142804,-0.0722614428598865,-0.8281949169047738,-0.030308034543424792,0.003325660838229486,-0.0974326988581858,0.24857962268524517,-0.1610334898714565,-0.28127140380943433,-0.09722806142327743,-0.06081141669832109,-0.014809391718475031,-0.617879449338969,2.2937128807080196,0.47141757866022316,-0.025701327542710168,-0.6340286579495025,-0.018780181029445328,-0.013540739265446413,0.24857962268524517,-0.28127140380943433,-0.25247342898244995,-0.3001756064574647,-0.1996944826458069,-0.11774328985463493,-0.13754767565056786,-0.1903123252434761,-0.030289126640769132,-0.11321221338749388,-0.04968048962470141,-0.013321513594490924,-0.5421774141347444,0.019120906076195536,-0.298778543254055,-0.04767378837993768,-0.002594254156992305,0.0,0.475372263209707,0
0.5763189402048083,0.504173351371914,0.3335513041089327,-0.496454604396627,-0.503293892373187,0.017875426694460118,0.017367177954398485,0.017244907345816015,-0.013713484452763297,0.01531547927016144,0.47836497111319637,-0.7488866131291764,-0.16486036024383258,-0.15182233040211293,0.9989527347584367,0.1891356176873473,0.18921420190931867,0.1881822548233962,0.649461820644919,0.3986565085958454,2.3393581250364526,0.9561609069443167,0.7379848724061595,-0.01712803844662062,0.029029167254828347,0.03492701236212691,0.0341225759886932,-0.00354269727045698,-1.6564557969597895,-0.01354074107379038,0.054833614467293366,0.188030650844157,-0.21786196406090974,-0.0340233370279341,-0.006232598565151671,0.8019753619900356,0.9055305739156522,-0.870610200972391,-0.10338891180828057,0.0393644192629981,0.11462968740667216,0.9660601828380755,0.7915727840440916,0.952754883306051,2.500990944029566,-0.04427271667397124,-0.03928602372670509,-0.6618154131805709,-0.4091455475968092,1.6572201525390589,-0.013540740038603586,0.7774648499473916,-0.03839240714125985,0.6526190468374834,1.7000356229140183,1.2671205794324054,-0.636122902708948,-0.02340959033184656,-0.07226144285880377,0.8215303768540662,-0.11635379463241785,-0.03595911066404091,-0.09743269887870716,0.11184492316524597,0.4290170140454934,0.17503010134286273,-0.09722806141698741,0.2922294803745477,-0.0033385989052264345,-0.41567205919729056,-0.15520057481000696,1.578574079405394,-0.025744646246389315,-0.5001964098933521,-0.017540820247095433,-0.01354074197407916,0.11184492316524597,0.17503010134286273,0.06331523339704558,-0.013055401183674339,-0.05425135663107066,0.3131152430336055,0.019306688721100446,-0.1915463164034,-0.030289126640769132,0.6530194779597382,-0.0496804896261521,0.03930246475210669,-0.4966080548069462,0.2594241815723796,0.15958740701814111,-0.04549105133978121,0.00909644394379618,0.0,-0.5097470353876115,0
0.4198045400201102,0.4449454389433924,0.22106512538496356,-0.06012584236525117,-0.05884783203369878,0.02379128858919583,0.030626456545947048,0.02784351660558449,-0.005258507056941372,0.02413496246995383,1.7525219456789962,-0.20599658849785377,0.4329233361361139,-0.15182233040505078,0.8610559938891018,-0.06858522510679389,-0.06809280212018548,-0.06905668211426984,0.07427236382401746,0.00022976794165169382,-0.42874086640714426,0.07626130578566946,0.1666544470355486,-0.053701309379630545,0.015834835976817785,0.02569004009981407,0.02491054494836305,-0.005328518259512112,0.3601475682981251,-0.013540741075064271,-0.009807530285791871,-0.24224169891501965,0.5983146777009708,-0.03402333700091114,-0.028360325904519708,-0.8632484458541713,-0.9255976917277426,0.8995555728295435,-0.11265719371778976,-0.351416790091581,-0.046864983706644076,0.05073267775820798,0.16720384521012185,-0.3430704807581024,-0.18590405661577653,-0.04427271667432232,-0.03928602372300815,-0.6618154131805736,-0.40914554759723876,-0.3390245107718373,-0.013540741197167252,0.02056357111770777,-0.03839240715874696,0.36292835255127526,0.3114912286591656,-0.22425027956538288,0.8070192409648888,-0.023409590299065596,-0.07226144281401857,-0.7752616037551119,0.20782189468224874,-0.04218824654879719,-0.09743269887946672,-0.14322360596499845,0.048711655371983874,-0.2692612207489866,-0.09722806142327743,0.28585251104385456,0.010954803908416218,-0.6564865994210592,-0.4237590816506172,-0.6445961740908643,-0.017954993450506766,-0.8457885441142259,-0.013072663813399079,-0.01354074082010473,-0.14322360596499845,-0.2692612207489866,-0.25247342898244995,0.5635131867487302,0.3437735263459199,0.2386788816071488,0.22462585121090142,-0.4973538791126471,-0.030289126640769132,0.6858857429145382,-0.04968048962244115,0.07253018618987908,-0.060080949134165056,0.14239225203871847,-0.27338234540193374,-0.048976683188797575,-0.009972415713369421,0.0,0.25337777417083507,0
-0.6901116027530912,-0.32084644287903763,-0.5192508880774138,-0.7268801618647781,-0.7263634864673874,0.013707045618818836,0.011744954275013361,0.012833997278729472,-0.013213682833352683,0.01088675743380108,0.34195887164629807,-0.7488866131291764,-0.36082256534846757,-0.15182233040041065,1.615517220111355,-0.2237574602969787,-0.22301586737354695,-0.22393876456364503,-0.3734266463819554,0.15171493496122204,1.1809053116282158,-0.4236152118161088,-0.3709265017308942,-0.08930011082442019,0.009974470627691304,0.02275745201989352,0.02198332128027546,-0.004839163071310357,0.20782044714559592,-0.013540741075252691,-0.03757007322434474,0.5399848370511359,-0.475908633052437,-0.03402333704539609,0.1694444411404727,1.1277680158956598,1.1009816073076775,-1.0595542177604327,-0.030342586884478932,-0.12434016653943657,-0.046864983706644076,-0.4235439896667098,-0.37238049917335087,0.547901445287923,0.47827223567857824,-0.04427271667490746,-0.03928602371387072,-0.6618154131806535,-0.40914554759638905,0.5128212722789348,-0.013540740834352596,-0.2233428295697967,-0.038392407185317626,0.415432390823235,1.9441097027142729,1.7093951744532698,-0.22731121526545672,-0.023409590343049583,-0.07226144285617053,1.720438949576873,-0.19546313024141646,-0.027310016135626624,-0.09743269887775909,1.1333576393621625,0.3780494849432895,0.43540913568198714,-0.09722806142327743,0.024344393671232,-0.023141303882520867,-0.7337775876442467,-0.4237590816506059,-0.6445961740908606,-0.022369627075389104,0.9160537087767967,-0.014973009929296786,-0.013540742937385514,1.1333576393621625,0.43540913568198714,-0.25247342898244995,0.5261619241468669,0.07324165723474473,0.11667797357314025,0.4449123449360484,-0.014590307875134675,-0.030289126640769132,-0.4323577228647208,-0.049680489620895704,0.06490030039694174,-0.7270351200321479,-0.0180032740659243,0.24430205903736985,0.0017394810484335557,0.14999946782906026,0.0,-0.5417379599907401,0
-2.2199444289486534,-1.7539950844595646,-1.9623875220941815,3.3281868503861345,3.333333813261993,-0.2157584966636225,-0.27553137196888666,-0.2827218274132642,0.051510626886482246,-0.3184962657704988,-0.6128838246206716,-0.7488866131277443,-2.254678512712431,-0.15182233040505078,-0.820417877758376,-0.8930220572911641,-0.8912057835967377,-0.8919519201713819,-0.8063011860512987,-0.6015606215881741,-1.3619047692375852,-0.8650266396398897,-0.8506512048901852,-0.06647844427799315,-0.07566855219710175,-0.15552019377954743,-0.1558503629544765,-0.03293832851460934,-1.907449348858797,-0.013540741064385716,-0.38584495889578035,-0.6180733740099258,2.2317500924172773,-0.034023336804975886,-0.028452015382484406,-1.2858585777001181,-1.8849797553393914,1.8269975903378575,0.26233643720415256,-0.351416790091581,-0.046864983706644076,-0.8681232340228784,-0.7358153577730918,-0.6705486577059901,-1.3180227366629769,-0.04427271667395747,-0.03928602372683747,-0.6559268896214228,-0.4091455475972041,-0.7649474022972247,-0.013540741345903773,-0.5838062712938074,-0.03839240719377799,1.6126691366957961,1.3091782556767915,0.5282981558823342,-0.6360567932545568,-0.023409590046442007,-0.07226144284239538,-1.4224075955512752,-2.602451195103599,-0.046409632093659,-0.09743269888418701,1.1468185951973506,0.2460630364892141,-0.3617861775008744,-0.09722806142327743,-0.6706334490129483,-0.03917185328220579,0.2819076259191562,-0.423759081649444,-0.6445961740898377,0.3480807324853562,-0.8457885441141317,-0.0630095200897923,-0.01354074307135224,1.1468185951973506,-0.3617861775008744,-0.25247342898244995,-0.5697826989649842,-1.0541820643596902,-1.2283580209382854,-0.22219832332582923,-0.9206904322845526,-0.030289126640769132,-1.9317659742883908,-0.049680489628444534,0.034003487459383565,3.3280677776476004,-0.21518591535065895,-0.3832316042094075,-0.04898989637728276,-0.010048860059050714,0.0,3.8035054299184448,0
-1.0680366178332188,-0.6553590187077856,-0.7852065819596573,0.68104113422487,0.663694477489555,0.01305919907121596,-0.001140313728294834,0.001862635055544637,-0.033851324703413184,-0.00027362159372573344,-0.61288382462186,-0.7488866131290951,0.06475192048481669,-0.1518223304026346,-0.820417877758376,-0.4261560279363581,-0.42508943074750455,-0.42595887210631617,-0.5928288103239464,-0.05787413173711617,-0.9956564036807859,-0.49377331954968884,-0.5951194534585993,-0.08230164813607191,0.0031350418499408988,-0.051361816886655844,-0.0519513697648724,-0.014075372421302716,0.2528261874861159,-0.013540741075800205,-0.11609248944655841,0.3002548486170852,-0.612673367617947,-0.03402333705125128,-0.06894820146625316,-0.7099234285076135,-0.6563480380578857,0.6392698623870021,-0.11930256478726574,-0.17606925284070185,-0.018252487130607578,-0.4917598525573387,-0.5999069183106486,-0.4062532686700356,-0.8500803489101352,-0.04427271667499695,-0.039286023711988347,0.5343872784422461,2.5362294484839403,-0.5756483393970525,-0.01354074127804997,-0.2650731282124917,-0.03839240714893433,-0.6298275306317673,-0.9674215241018644,-0.8661106443590599,-0.08573968256835629,-0.02340959035902475,-0.072261442846009,-0.31962915766858424,0.07484366949757772,0.018723228753753023,-0.09743269886874663,0.5778048748281406,-0.19707436317107876,-0.19784138765028306,-0.09722806142327743,-0.20519935108553888,-0.029303860913085577,0.26961995075173256,-0.4237590816505879,-0.6445961740908664,-0.02243857787523571,-0.8457885441142255,-0.0030435597242916526,-0.013540740269002188,0.5778048748281406,-0.19784138765028306,-0.25247342898244995,0.8902818446452142,0.43594751094708434,0.19306482713453255,0.39077530219555756,0.11110170255810556,-0.030289126640769132,-0.8741994955932396,-0.04968048962603857,-0.010885631551277381,0.6810546974138049,-0.09720062254241853,-0.23349097301175606,-0.05513673318004922,-0.04961834317000991,0.0,0.030419171065927602,0
-0.14135684600794693,0.06872306562976269,0.01091652792391452,3.273222955944157,3.278307158172304,0.029587810330396654,0.020190354651811983,0.02256284962387743,-0.037433236309594206,0.021882641078915386,-0.6128838246217081,-0.7488866131291113,0.5831610267163339,-0.15182233040505078,-0.820417877758376,-0.6096640625960331,-0.6083027948731973,-0.6091237696116425,-0.20739257637180936,-0.18860790601425917,-0.8768565136766437,-0.020206092348003777,-0.28655281022047224,-0.06166742708426836,0.0676931629010763,0.06204130586180646,0.06116934725857453,0.0006928582761928725,0.4917028092934912,-0.013540741074277817,0.20794196694250905,0.1297695779577618,2.2317500924172773,-0.034023336906044616,-0.028452015382484406,-1.1548052615527589,-1.5459673434381598,1.4992716851125663,0.24359083684759872,-0.351416790091581,-0.046864983706644076,-0.016601083457091576,-0.28329340291490157,-0.43106381433924873,-0.3670430454233269,-0.044272716674384274,-0.03928602372220418,-0.6618154131805929,-0.40914554759643307,-0.45518529936966956,-0.013540741330633588,-0.1970815209411864,-0.038392407195868845,1.7128237136570288,1.6336439498477626,0.8198041216861066,2.4282411006602285,-0.023409590164356665,-0.07226144271044954,-1.1676065432795495,0.40835809209362356,-0.04634544648522453,-0.09743269888396054,0.4568338398754399,0.3060475054102214,-0.3301136037674243,-0.09722806142327743,0.10734631164695668,-0.023880010013417934,3.26656003593092,-0.42375908165057224,-0.6445961740908221,-0.0008376969785575051,-0.8457885441141296,-0.0020183622497159078,-0.013540743074962426,0.4568338398754399,-0.3301136037674243,-0.25247342898244995,1.8156080391076395,2.177490927811223,0.020874861166352468,0.6524708327155185,-0.8366259050149604,-0.030289126640769132,0.15271195519996716,-0.04968048962849545,0.0065337585194180795,3.2732619276648185,0.0496512128016192,-0.3491477849661969,-0.04898989637728276,-0.010048860059050714,0.0,1.4257730326572815,0
-0.2568339339490953,-0.043893387579426,-0.10418560844479531,-0.41316316435772177,-0.4122882704941624,0.0138349100689757,0.013904563799949103,0.015281741738523046,-0.009798371767038972,0.013493376571793596,-0.6128838246219543,1.0222439636822307,-0.6977192048315242,-0.1518223304019482,-0.6327050367844195,-0.6703836328878635,-0.6689248638854011,-0.6697298018744603,-0.1747787411912316,-0.47497712585948015,0.7210943383997598,-0.42069195732720877,-0.23592859531418728,-0.07686369952333164,0.004939001255283223,0.01651331318571156,0.01575473211096891,-0.00614894264700466,0.720193491022285,-0.01354074107361971,-0.06761163088182219,-0.37500053713154197,-0.7810696293501557,-0.03402333705465667,0.08188098972143075,1.6076219417329267,1.3402505714896729,-1.2908573651558384,-0.10767515623984997,0.6899631693301945,-0.03305205432510745,-0.41972154907369796,-0.230144851169824,0.6206510114029022,0.5990315615502819,-0.044272716673131395,-0.03928602373284622,2.035806636226718,-0.4091455475970484,0.702120335179107,-0.0135407411017286,-0.23773258772243624,-0.03839240717618444,-0.6066301763767792,-0.024710726651827327,0.4690636823837441,-0.6436142367133655,-0.023409590362444742,-0.07226144285937962,1.420831363571728,-0.447487627762101,0.06500999570150341,-0.09743269887142286,0.4188219706745266,-0.07626765137568259,0.448078590632498,-0.09722806141540105,-0.2649341142445575,-0.021589122099597124,-0.002468379130150646,-0.42375908165062565,1.7261949461714168,-0.02812946181625007,-0.18170954110150045,-0.01869340843528481,-0.013540742016632938,0.4188219706745266,0.448078590632498,0.11888246106530012,-0.34064361577235963,-0.1316307998587444,-0.6817966539667794,-0.24405254814633234,0.31357057355614576,-0.030289126640769132,-0.14820911846934806,-0.04968048962222426,-0.023103764682219564,-0.41296699380909124,0.07163288897314343,0.3690469892128092,-0.019667372173819808,0.10443279708524202,0.0,-0.5762533526806493,0
2.2984545202858486,5.8897424026198015,6.183704583636749,0.8569255964390357,0.8592507440389434,0.03891339089645443,0.04690194955769853,0.047251520900748335,-0.01410916073483337,0.04587365994081371,-0.6128838246219521,-0.7488866131291229,-0.1333876424542497,-0.15182233040505078,-0.4139473798032317,0.2228687122939052,0.3481787384301567,0.3471047394236222,2.742677060415811,-0.40442239053530343,0.934072379547075,2.835813543306492,2.316978242101317,1.8370080043380783,0.05913887149210909,0.10850018633794123,0.10751253203333636,0.007611287369740777,-1.9074493488587694,-0.013540741052367732,3.9359956806682415,0.09013294640394535,2.2317500924172773,-0.034023337009283464,-0.028452015382484406,-0.9895161071983831,-1.1746680351653822,1.140333788913432,1.3284974345436138,-0.351416790091581,-0.046864983706644076,2.854933903568284,2.4070356687531405,0.2129590787530963,2.62175026990127,-0.044272716668347034,-0.03928602374485402,1.8230798689020187,-0.4091455475837808,0.5945640494403737,-0.013540740947351962,1.5250127859778688,-0.038392407195538616,2.3916429207121688,0.5160426151050354,1.8668188752078663,0.3894990841571807,-0.02340959030005874,-0.0722614428290118,-0.6725224839949229,-0.01787149618989658,-0.019359135880780202,-0.09743269881776422,1.1468185951973506,0.5189837009314233,-0.2636566414464986,-0.09722806142327743,0.8388960537621373,0.023867990576665367,0.44209376961988817,-0.42375908165062426,1.4073338739568075,-0.016851850337118925,1.5733563954323202,-0.01754040769174911,-0.013540743233009711,1.1468185951973506,-0.2636566414464986,-0.25247342898244995,-0.04775897297672718,-0.015776685090256995,-0.1252584906077379,-0.03575558886761019,-0.7515844490294246,-0.030289126640769132,2.1985046607561136,-0.04968048962836811,0.014344598752721068,0.8569693485991884,0.8129673323333868,-0.30620947364373474,-0.04898989637728276,-0.010048860059050714,0.0,0.5600106762406848,0
-0.36753924139681005,-0.35004330111844745,-0.1983600836555543,1.6522108690950459,1.6554441149899175,0.01247102260041739,0.009452631315684704,0.01231214312995928,-0.01415081086981933,0.008647089533742082,-0.6128838246217736,-0.7488866131291764,0.09048433125623231,-0.15182233039763757,-0.820417877758376,-1.3909225336839937,-1.38830674949663,-1.3889213847263093,-0.5127766694261937,0.23679564520506138,-0.14005097826236915,-0.5434686458609757,-0.4986923774466703,-0.07988932506730048,0.0005292114768736392,0.04313981370457248,0.03905426937391525,-0.0027761197053785542,-0.13837755547378858,-0.01354074107566913,0.08404643949975307,1.3327174681279828,-1.232568059224346,-0.03402333706641884,1.1063580897443424,2.3944940295558417,1.7092436728787666,-1.647565833428265,-0.07742956008256825,0.5161003037405649,-0.046864983706644076,-0.5426277158335391,-0.507782761952485,-0.007812725930834223,0.3273230783389513,-0.04427271666604779,-0.0392860237468591,0.7039520929764267,-0.40914554759704597,0.9043261523679262,-0.013540741301324688,-0.2697497996121109,-0.03839240719428274,-1.8748651040074942,-1.414107395028447,-0.9505294588853895,-0.7422420549305195,-0.02340959037845439,-0.0722614428601675,1.2075448258071784,0.0029342402905664917,-0.09960359631021687,-0.09743269887280488,-0.22060269181771858,-0.8194512789661665,0.552889448333376,-0.09722806139792296,-1.4065893222379768,-0.025769386974624782,4.827979125078227,1.539056390509322,-0.5944050793904615,-0.03547731562974806,-0.45615035357107475,-0.01882526689986968,-0.013540742629325137,-0.22060269181771858,0.552889448333376,0.47784083526969584,-0.37382809550722845,-0.13422506651567911,0.960306843278437,-0.31299463360017776,1.4818244279433557,-0.030289126640769132,-0.49512814701906943,-0.049680489626400086,-0.0132390094678901,1.652104561140012,-0.034832534060134986,0.6253975750259001,-0.17550685486789958,0.6675921094850265,0.0,-0.6211898263432515,0
