ROA(A) before interest and % after tax,Research and development expense rate,Cash flow rate,Interest-bearing debt interest rate,Tax rate (A),Net Value Per Share (A),Persistent EPS in the Last Four Seasons,Cash Flow Per Share,Revenue Per Share (Yuan ¥),Operating Profit Per Share (Yuan ¥),After-tax Net Profit Growth Rate,Total Asset Growth Rate,Total Asset Return Growth Rate Ratio,Cash Reinvestment %,Current Ratio,Quick Ratio,Total debt/Total net worth,Long-term fund suitability ratio (A),Borrowing dependency,Contingent liabilities/Net worth,Inventory and accounts receivable/Net value,Total Asset Turnover,Fixed Assets Turnover Frequency,Operating profit per person,Working Capital to Total Assets,Quick Assets/Total Assets,Current Assets/Total Assets,Cash/Total Assets,Cash/Current Liability,Current Liability to Assets,Operating Funds to Liability,Working Capital/Equity,Retained Earnings to Total Assets,Total expense/Assets,Fixed Assets to Assets,Current Liability to Liability,Current Liability to Equity,Equity to Long-term Liability,Cash Flow to Total Assets,Cash Flow to Liability,CFO to Assets,Cash Flow to Equity,Current Liability to Current Assets,Total assets to GNP price,Gross Profit to Sales,Net Income to Stockholder's Equity,Equity to Liability,Bankrupt?
-0.1173026311528167,-0.7488866131291764,-0.0447097961039041,-0.151822330401097,0.5780427874975981,0.3481787384301567,-0.2162872586937679,-0.1325791456097451,-0.1498996738067537,-0.388536157949319,0.0951859643793675,0.585176270000725,0.0805243258433019,0.052406513961093,-0.2199429855850323,-0.0340233370467737,-0.960986242025846,-0.1229796170237306,-0.351416790091581,-0.0164137530246269,-0.3689323207353322,0.0103298479257304,-0.4091455475972618,-0.2298182207384887,-0.4341310701545873,-1.2539987480295658,-1.055283450590713,-0.830000177751092,-0.0722614428598865,-0.8281949169047738,-0.0303080345434247,-0.1610334898714565,-0.060811416698321,-0.617879449338969,-0.0135407392654464,0.2485796226852451,-0.2812714038094343,-0.2524734289824499,-0.3001756064574647,-0.1996944826458069,-0.1177432898546349,-0.1375476756505678,-0.1903123252434761,-0.0496804896247014,-0.5421774141347444,0.0191209060761955,0.475372263209707,0
0.504173351371914,-0.7488866131291764,-0.1648603602438325,-0.1518223304021129,0.9989527347584368,0.1892142019093186,0.649461820644919,0.3986565085958454,2.339358125036453,0.9561609069443168,0.0349270123621269,-1.6564557969597895,0.0548336144672933,0.188030650844157,-0.2178619640609097,-0.0340233370279341,0.8019753619900356,-0.1033889118082805,0.0393644192629981,0.1146296874066721,0.952754883306051,2.500990944029566,-0.4091455475968092,0.7774648499473916,0.6526190468374834,1.7000356229140183,1.2671205794324054,-0.636122902708948,-0.0722614428588037,0.8215303768540662,-0.1163537946324178,0.4290170140454934,0.2922294803745477,-0.4156720591972905,-0.0135407419740791,0.1118449231652459,0.1750301013428627,0.0633152333970455,-0.0130554011836743,-0.0542513566310706,0.3131152430336055,0.0193066887211004,-0.1915463164034,-0.0496804896261521,-0.4966080548069462,0.2594241815723796,-0.5097470353876115,0
0.4449454389433924,-0.2059965884978537,0.4329233361361139,-0.1518223304050507,0.8610559938891018,-0.0680928021201854,0.0742723638240174,0.0002297679416516,-0.4287408664071442,0.0762613057856694,0.025690040099814,0.3601475682981251,-0.0098075302857918,-0.2422416989150196,0.5983146777009708,-0.0340233370009111,-0.8632484458541713,-0.1126571937177897,-0.351416790091581,-0.046864983706644,-0.3430704807581024,-0.1859040566157765,-0.4091455475972387,0.0205635711177077,0.3629283525512752,0.3114912286591656,-0.2242502795653828,0.8070192409648888,-0.0722614428140185,-0.7752616037551119,0.2078218946822487,0.0487116553719838,0.2858525110438545,-0.6564865994210592,-0.0135407408201047,-0.1432236059649984,-0.2692612207489866,-0.2524734289824499,0.5635131867487302,0.3437735263459199,0.2386788816071488,0.2246258512109014,-0.4973538791126471,-0.0496804896224411,-0.060080949134165,0.1423922520387184,0.253377774170835,0
-0.3208464428790376,-0.7488866131291764,-0.3608225653484675,-0.1518223304004106,1.615517220111355,-0.2230158673735469,-0.3734266463819554,0.151714934961222,1.1809053116282158,-0.4236152118161088,0.0227574520198935,0.2078204471455959,-0.0375700732243447,0.5399848370511359,-0.475908633052437,-0.034023337045396,1.1277680158956598,-0.0303425868844789,-0.1243401665394365,-0.046864983706644,0.547901445287923,0.4782722356785782,-0.409145547596389,-0.2233428295697967,0.415432390823235,1.9441097027142729,1.7093951744532698,-0.2273112152654567,-0.0722614428561705,1.720438949576873,-0.1954631302414164,0.3780494849432895,0.024344393671232,-0.7337775876442467,-0.0135407429373855,1.1333576393621625,0.4354091356819871,-0.2524734289824499,0.5261619241468669,0.0732416572347447,0.1166779735731402,0.4449123449360484,-0.0145903078751346,-0.0496804896208957,-0.7270351200321479,-0.0180032740659243,-0.5417379599907401,0
-1.7539950844595646,-0.7488866131277443,-2.254678512712431,-0.1518223304050507,-0.820417877758376,-0.8912057835967377,-0.8063011860512987,-0.6015606215881741,-1.3619047692375852,-0.8650266396398897,-0.1555201937795474,-1.907449348858797,-0.3858449588957803,-0.6180733740099258,2.2317500924172773,-0.0340233368049758,-1.285858577700118,0.2623364372041525,-0.351416790091581,-0.046864983706644,-0.6705486577059901,-1.3180227366629769,-0.4091455475972041,-0.5838062712938074,1.612669136695796,1.3091782556767917,0.5282981558823342,-0.6360567932545568,-0.0722614428423953,-1.4224075955512752,-2.602451195103599,0.2460630364892141,-0.6706334490129483,0.2819076259191562,-0.0135407430713522,1.1468185951973506,-0.3617861775008744,-0.2524734289824499,-0.5697826989649842,-1.0541820643596902,-1.2283580209382854,-0.2221983233258292,-0.9206904322845526,-0.0496804896284445,3.3280677776476004,-0.2151859153506589,3.8035054299184448,0
-0.6553590187077856,-0.7488866131290951,0.0647519204848166,-0.1518223304026346,-0.820417877758376,-0.4250894307475045,-0.5928288103239464,-0.0578741317371161,-0.995656403680786,-0.4937733195496888,-0.0513618168866558,0.2528261874861159,-0.1160924894465584,0.3002548486170852,-0.612673367617947,-0.0340233370512512,-0.7099234285076135,-0.1193025647872657,-0.1760692528407018,-0.0182524871306075,-0.4062532686700356,-0.8500803489101352,2.5362294484839403,-0.2650731282124917,-0.6298275306317673,-0.9674215241018644,-0.8661106443590599,-0.0857396825683562,-0.072261442846009,-0.3196291576685842,0.0748436694975777,-0.1970743631710787,-0.2051993510855388,0.2696199507517325,-0.0135407402690021,0.5778048748281406,-0.197841387650283,-0.2524734289824499,0.8902818446452142,0.4359475109470843,0.1930648271345325,0.3907753021955575,0.1111017025581055,-0.0496804896260385,0.6810546974138049,-0.0972006225424185,0.0304191710659276,0
0.0687230656297626,-0.7488866131291113,0.5831610267163339,-0.1518223304050507,-0.820417877758376,-0.6083027948731973,-0.2073925763718093,-0.1886079060142591,-0.8768565136766437,-0.0202060923480037,0.0620413058618064,0.4917028092934912,0.207941966942509,0.1297695779577618,2.2317500924172773,-0.0340233369060446,-1.1548052615527589,0.2435908368475987,-0.351416790091581,-0.046864983706644,-0.4310638143392487,-0.3670430454233269,-0.409145547596433,-0.1970815209411864,1.7128237136570288,1.6336439498477626,0.8198041216861066,2.4282411006602285,-0.0722614427104495,-1.1676065432795495,0.4083580920936235,0.3060475054102214,0.1073463116469566,3.26656003593092,-0.0135407430749624,0.4568338398754399,-0.3301136037674243,-0.2524734289824499,1.8156080391076397,2.177490927811223,0.0208748611663524,0.6524708327155185,-0.8366259050149604,-0.0496804896284954,3.2732619276648185,0.0496512128016192,1.4257730326572815,0
-0.043893387579426,1.0222439636822307,-0.6977192048315242,-0.1518223304019482,-0.6327050367844195,-0.6689248638854011,-0.1747787411912316,-0.4749771258594801,0.7210943383997598,-0.4206919573272087,0.0165133131857115,0.720193491022285,-0.0676116308818221,-0.3750005371315419,-0.7810696293501557,-0.0340233370546566,1.6076219417329267,-0.1076751562398499,0.6899631693301945,-0.0330520543251074,0.6206510114029022,0.5990315615502819,-0.4091455475970484,-0.2377325877224362,-0.6066301763767792,-0.0247107266518273,0.4690636823837441,-0.6436142367133655,-0.0722614428593796,1.420831363571728,-0.447487627762101,-0.0762676513756825,-0.2649341142445575,-0.0024683791301506,-0.0135407420166329,0.4188219706745266,0.448078590632498,0.1188824610653001,-0.3406436157723596,-0.1316307998587444,-0.6817966539667794,-0.2440525481463323,0.3135705735561457,-0.0496804896222242,-0.4129669938090912,0.0716328889731434,-0.5762533526806493,0
5.8897424026198015,-0.7488866131291229,-0.1333876424542497,-0.1518223304050507,-0.4139473798032317,0.3481787384301567,2.742677060415811,-0.4044223905353034,0.934072379547075,2.835813543306492,0.1085001863379412,-1.9074493488587692,3.9359956806682415,0.0901329464039453,2.2317500924172773,-0.0340233370092834,-0.9895161071983832,1.3284974345436138,-0.351416790091581,-0.046864983706644,0.2129590787530963,2.62175026990127,-0.4091455475837808,1.5250127859778688,2.3916429207121688,0.5160426151050354,1.8668188752078665,0.3894990841571807,-0.0722614428290118,-0.6725224839949229,-0.0178714961898965,0.5189837009314233,0.8388960537621373,0.4420937696198881,-0.0135407432330097,1.1468185951973506,-0.2636566414464986,-0.2524734289824499,-0.0477589729767271,-0.0157766850902569,-0.1252584906077379,-0.0357555888676101,-0.7515844490294246,-0.0496804896283681,0.8569693485991884,0.8129673323333868,0.5600106762406848,0
-0.3500433011184474,-0.7488866131291764,0.0904843312562323,-0.1518223303976375,-0.820417877758376,-1.38830674949663,-0.5127766694261937,0.2367956452050613,-0.1400509782623691,-0.5434686458609757,0.0431398137045724,-0.1383775554737885,0.084046439499753,1.3327174681279828,-1.232568059224346,-0.0340233370664188,2.3944940295558417,-0.0774295600825682,0.5161003037405649,-0.046864983706644,-0.0078127259308342,0.3273230783389513,-0.4091455475970459,-0.2697497996121109,-1.8748651040074944,-1.414107395028447,-0.9505294588853896,-0.7422420549305195,-0.0722614428601675,1.2075448258071784,0.0029342402905664,-0.8194512789661665,-1.4065893222379768,4.827979125078227,-0.0135407426293251,-0.2206026918177185,0.552889448333376,0.4778408352696958,-0.3738280955072284,-0.1342250665156791,0.960306843278437,-0.3129946336001777,1.4818244279433557,-0.0496804896264,1.652104561140012,-0.0348325340601349,-0.6211898263432515,0
